"DonorClientNm","RecipientClientNm","DonationDt","AmountPaid"
"Amalgamated Hotels Pty Ltd","Liberal Party of Australia, NSW Division","29/06/2007 12:00:00 AM","11000.0000"
"Amalgamated Hotels Pty Ltd","Australian Labor Party (N.S.W. Branch)","29/06/2007 12:00:00 AM","10000.0000"
"Amalgamated Hotels Pty Ltd","National Party of Australia","22/06/2007 12:00:00 AM","5000.0000"
"ANZ Banking Group Limited","Liberal Party of Australia","16/03/2007 12:00:00 AM","150000.0000"
"ANZ Banking Group Limited","Australian Labor Party (ALP)","16/03/2007 12:00:00 AM","75000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","28/02/2007 12:00:00 AM","33000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","1/11/2006 12:00:00 AM","32000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","National Party of Australia","23/02/2007 12:00:00 AM","20000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","1/11/2006 12:00:00 AM","14000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","27/02/2007 12:00:00 AM","10000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","National Party of Australia","22/03/2007 12:00:00 AM","10000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","22/03/2007 12:00:00 AM","10000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","19/06/2007 12:00:00 AM","10000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","5/03/2007 12:00:00 AM","7000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","5/03/2007 12:00:00 AM","7000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","8/02/2007 12:00:00 AM","6000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","3/05/2007 12:00:00 AM","6000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","29/12/2006 12:00:00 AM","5555.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","5/03/2007 12:00:00 AM","5000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","8/09/2006 12:00:00 AM","5000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","28/09/2006 12:00:00 AM","2000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","5/03/2007 12:00:00 AM","2000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","5/03/2007 12:00:00 AM","1000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","7/11/2006 12:00:00 AM","1000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Liberal Party of Australia, NSW Division","16/11/2006 12:00:00 AM","1000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","26/02/2007 12:00:00 AM","1000.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","6/03/2007 12:00:00 AM","750.0000"
"Argos Investments Pty Ltd and Thomas Hotel Group","Australian Labor Party (N.S.W. Branch)","1/04/2007 12:00:00 AM","500.0000"
"ASX Limited","Liberal Party of Australia","23/05/2007 12:00:00 AM","25000.0000"
"Atkinson Gore Group Pty Ltd","Australian Labor Party (State of Queensland)","6/09/2006 12:00:00 AM","50000.0000"
"Austereo Group Limited","Australian Labor Party (N.S.W. Branch)","9/02/2007 12:00:00 AM","10500.0000"
"Austereo Group Limited","Australian Labor Party (N.S.W. Branch)","13/04/2007 12:00:00 AM","10500.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","1/02/2007 12:00:00 AM","15000.0000"
"Australand Holdings Ltd","Australian Labor Party (Victorian Branch)","3/08/2006 12:00:00 AM","15000.0000"
"Australand Holdings Ltd","Liberal Party of Australia (Victorian Division)","3/08/2006 12:00:00 AM","15000.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","25/08/2006 12:00:00 AM","10000.0000"
"Australand Holdings Ltd","Progressive Business Association Inc","25/07/2006 12:00:00 AM","5000.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","21/02/2007 12:00:00 AM","5000.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","28/07/2006 12:00:00 AM","4800.0000"
"Australand Holdings Ltd","Liberal Party of Australia - Queensland Division","18/05/2007 12:00:00 AM","2000.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","2/08/2006 12:00:00 AM","1600.0000"
"Australand Holdings Ltd","Liberal Party of Australia (Victorian Division)","14/11/2006 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia - Queensland Division","5/09/2006 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","24/07/2006 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","12/10/2006 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","21/11/2006 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia (Victorian Division)","4/07/2006 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia - Queensland Division","5/09/2006 12:00:00 AM","500.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","10/11/2006 12:00:00 AM","70000.0000"
"Australian Hotels & Hospitality Association Inc.","National Party of Australia - Victoria","3/04/2007 12:00:00 AM","30000.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","19/10/2006 12:00:00 AM","20000.0000"
"Australian Hotels & Hospitality Association Inc.","National Party of Australia - Victoria","24/11/2006 12:00:00 AM","16000.0000"
"Australian Hotels & Hospitality Association Inc.","Liberal Party of Australia","16/10/2006 12:00:00 AM","7500.0000"
"Australian Hotels & Hospitality Association Inc.","Liberal Party of Australia (Victorian Division)","16/10/2006 12:00:00 AM","4400.0000"
"Australian Hotels & Hospitality Association Inc.","National Party of Australia - Victoria","30/11/2006 12:00:00 AM","3505.8000"
"Australian Hotels & Hospitality Association Inc.","Liberal Party of Australia","30/06/2007 12:00:00 AM","2103.3000"
"Australian Hotels & Hospitality Association Inc.","Liberal Party of Australia","18/07/2006 12:00:00 AM","2000.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","26/10/2006 12:00:00 AM","1091.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","15/09/2006 12:00:00 AM","1000.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","21/11/2006 12:00:00 AM","1000.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","15/09/2006 12:00:00 AM","982.5000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","1/10/2006 12:00:00 AM","585.0000"
"Australian Hotels & Hospitality Association Inc.","Liberal Party of Australia (Victorian Division)","21/09/2006 12:00:00 AM","500.0000"
"Australian Hotels & Hospitality Association Inc.","Australian Labor Party (Victorian Branch)","24/11/2006 12:00:00 AM","320.0000"
"Australian Hotels Association","Liberal Party of Australia","8/06/2007 12:00:00 AM","20000.0000"
"Australian Hotels Association","Australian Labor Party (ALP)","28/03/2007 12:00:00 AM","15000.0000"
"Australian Hotels Association (N.S.W.)","Liberal Party of Australia","23/03/2007 12:00:00 AM","30000.0000"
"Australian Hotels Association (N.S.W.)","Australian Labor Party (ALP)","16/05/2007 12:00:00 AM","15000.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","14/05/2007 12:00:00 AM","25000.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","28/06/2007 12:00:00 AM","15000.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","28/06/2007 12:00:00 AM","10000.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","17/08/2006 12:00:00 AM","5000.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","12/04/2007 12:00:00 AM","3150.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","8/03/2007 12:00:00 AM","2000.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","12/04/2007 12:00:00 AM","2000.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","12/05/2007 12:00:00 AM","1400.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","17/04/2007 12:00:00 AM","1100.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","31/08/2006 12:00:00 AM","1100.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","24/10/2006 12:00:00 AM","1100.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","27/07/2006 12:00:00 AM","1100.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","15/08/2006 12:00:00 AM","1050.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","12/10/2006 12:00:00 AM","1000.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia - Queensland Division","26/06/2007 12:00:00 AM","1000.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","8/03/2007 12:00:00 AM","990.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","8/03/2007 12:00:00 AM","990.0000"
"Australian Hotels Association (SA Branch)","Liberal Party of Australia (S.A. Division)","7/09/2006 12:00:00 AM","665.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","13/11/2006 12:00:00 AM","500.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","1/08/2006 12:00:00 AM","250.0000"
"Australian Hotels Association (SA Branch)","Australian Labor Party (South Australian Branch)","1/08/2006 12:00:00 AM","250.0000"
"Australian Private Hospitals Association Ltd","Liberal Party of Australia - Tasmanian Division","12/06/2007 12:00:00 AM","13200.0000"
"Babcock & Brown Australia Pty Ltd","Liberal Party of Australia","24/04/2007 12:00:00 AM","20000.0000"
"Babcock & Brown Australia Pty Ltd","Australian Labor Party (N.S.W. Branch)","24/04/2007 12:00:00 AM","20000.0000"
"Babcock & Brown Australia Pty Ltd","Liberal Party of Australia, NSW Division","13/04/2007 12:00:00 AM","2000.0000"
"Babcock & Brown Australia Pty Ltd","Australian Labor Party (South Australian Branch)","12/10/2006 12:00:00 AM","1000.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (State of Queensland)","25/06/2007 12:00:00 AM","4400.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (State of Queensland)","29/03/2007 12:00:00 AM","3850.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","SA Progressive Business Incorporated","19/04/2007 12:00:00 AM","3213.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (State of Queensland)","11/05/2007 12:00:00 AM","2750.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (South Australian Branch)","1/09/2006 12:00:00 AM","2500.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (State of Queensland)","7/09/2006 12:00:00 AM","2000.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (South Australian Branch)","2/04/2007 12:00:00 AM","1836.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (N.S.W. Branch)","24/10/2006 12:00:00 AM","1000.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (State of Queensland)","24/05/2007 12:00:00 AM","900.0000"
"Baulderstone Hornibrook Pty Ltd (SA)","Australian Labor Party (N.S.W. Branch)","1/11/2006 12:00:00 AM","500.0000"
"Beijing Austchina Technology","National Party of Australia","26/04/2007 12:00:00 AM","99980.0000"
"Belford Productions Pty Limited","Liberal Party of Australia, NSW Division","16/02/2007 12:00:00 AM","20000.0000"
"Beneficiaries of National Building Foundation","National Party of Australia","23/09/2006 12:00:00 AM","53096.0000"
"Beneficiaries of NFEF","National Party of Australia","28/09/2006 12:00:00 AM","77925.0000"
"Bensons Property Group Pty Ltd","Higgins 200 Club","12/02/2007 12:00:00 AM","32727.0000"
"Bensons Property Group Pty Ltd","Liberal Party of Australia (Victorian Division)","1/06/2007 12:00:00 AM","13636.0000"
"Bensons Property Group Pty Ltd","Liberal Party of Australia (Victorian Division)","1/08/2006 12:00:00 AM","10000.0000"
"Bensons Property Group Pty Ltd","Liberal Party of Australia (Victorian Division)","19/10/2006 12:00:00 AM","10000.0000"
"Bensons Property Group Pty Ltd","Higgins 200 Club","22/05/2007 12:00:00 AM","7273.0000"
"Berkeley Road Developments Pty Limited","Australian Labor Party (N.S.W. Branch)","1/03/2007 12:00:00 AM","25000.0000"
"Berkeley Road Developments Pty Limited","Liberal Party of Australia, NSW Division","1/03/2007 12:00:00 AM","25000.0000"
"Bickham Court Group","Liberal Party of Australia, NSW Division","26/02/2007 12:00:00 AM","10000.0000"
"Bickham Court Group","Liberal Party of Australia, NSW Division","26/03/2007 12:00:00 AM","2500.0000"
"Bickham Court Group","Liberal Party of Australia, NSW Division","24/10/2006 12:00:00 AM","1500.0000"
"Big State Earthmoving Pty Ltd","Australian Labor Party (State of Queensland)","6/09/2006 12:00:00 AM","50000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","30/01/2007 12:00:00 AM","30272.7300"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","29/09/2006 12:00:00 AM","19636.3600"
"Bradcorp Holdings Pty Ltd","Liberal Party of Australia, NSW Division","15/01/2007 12:00:00 AM","10000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","23/03/2007 12:00:00 AM","5000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","21/06/2007 12:00:00 AM","5000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","20/10/2006 12:00:00 AM","2500.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","16/11/2006 12:00:00 AM","2000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/05/2007 12:00:00 AM","2000.0000"
"Bradcorp Holdings Pty Ltd","Liberal Party of Australia, NSW Division","2/03/2007 12:00:00 AM","2000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","20/02/2007 12:00:00 AM","1100.0000"
"Bradcorp Holdings Pty Ltd","Liberal Party of Australia, NSW Division","24/07/2006 12:00:00 AM","1000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","26/04/2007 12:00:00 AM","1000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","27/04/2007 12:00:00 AM","1000.0000"
"Bradcorp Holdings Pty Ltd","Liberal Party of Australia, NSW Division","29/11/2006 12:00:00 AM","1000.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","15/11/2006 12:00:00 AM","600.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","14/10/2006 12:00:00 AM","600.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","30/03/2007 12:00:00 AM","500.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","8/06/2007 12:00:00 AM","500.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","9/11/2006 12:00:00 AM","300.0000"
"Bradcorp Holdings Pty Ltd","Australian Labor Party (N.S.W. Branch)","14/08/2006 12:00:00 AM","250.0000"
"Bradcorp Holdings Pty Ltd","Liberal Party of Australia, NSW Division","23/11/2006 12:00:00 AM","250.0000"
"Bradcorp Holdings Pty Ltd","Liberal Party of Australia, NSW Division","6/11/2006 12:00:00 AM","100.0000"
"Bradken Resources Pty Ltd","Liberal Party of Australia, NSW Division","5/03/2007 12:00:00 AM","12500.0000"
"Breakfast Point Pty Ltd","Australian Labor Party (N.S.W. Branch)","3/11/2006 12:00:00 AM","27500.0000"
"Breakfast Point Pty Ltd","Australian Labor Party (N.S.W. Branch)","2/01/2007 12:00:00 AM","27500.0000"
"Breakfast Point Pty Ltd","Australian Labor Party (N.S.W. Branch)","2/02/2007 12:00:00 AM","27500.0000"
"Breakfast Point Pty Ltd","Australian Labor Party (N.S.W. Branch)","2/04/2007 12:00:00 AM","27500.0000"
"Breakfast Point Pty Ltd","Australian Labor Party (N.S.W. Branch)","24/08/2006 12:00:00 AM","5500.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","8/09/2006 12:00:00 AM","61500.0000"
"Brescia Investments Trust","Australian Labor Party (State of Queensland)","30/08/2006 12:00:00 AM","50000.0000"
"Brescia Investments Trust","Australian Labor Party (State of Queensland)","30/08/2006 12:00:00 AM","50000.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","2/08/2006 12:00:00 AM","15000.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","18/08/2006 12:00:00 AM","15000.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","18/08/2006 12:00:00 AM","5000.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","2/08/2006 12:00:00 AM","5000.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","24/08/2006 12:00:00 AM","5000.0000"
"Brescia Investments Trust","Liberal Party of Australia - Queensland Division","23/08/2006 12:00:00 AM","2000.0000"
"Bridge Cove Pty Ltd","Liberal Party of Australia - Queensland Division","11/07/2006 12:00:00 AM","20000.0000"
"Bridge Cove Pty Ltd","Liberal Party of Australia - Queensland Division","1/09/2006 12:00:00 AM","10000.0000"
"Bridge Cove Pty Ltd","Liberal Party of Australia","1/09/2006 12:00:00 AM","10000.0000"
"Brisbane Display & Shopfitting Pty Ltd","Liberal Party of Australia - Queensland Division","19/04/2007 12:00:00 AM","20000.0000"
"Brisbane Display & Shopfitting Pty Ltd","Liberal Party of Australia - Queensland Division","8/09/2006 12:00:00 AM","5000.0000"
"Brisbane Display & Shopfitting Pty Ltd","Liberal Party of Australia - Queensland Division","7/09/2006 12:00:00 AM","3000.0000"
"Brisbane Display & Shopfitting Pty Ltd","Australian Labor Party (State of Queensland)","4/09/2006 12:00:00 AM","2000.0000"
