"DonorClientNm","RecipientClientNm","DonationDt","AmountPaid"
"ABN AMRO Services Australia Ltd","Australian Labor Party (N.S.W. Branch)","16/07/2004 12:00:00 AM","1100.0000"
"ABN AMRO Services Australia Ltd","Australian Labor Party (N.S.W. Branch)","28/02/2005 12:00:00 AM","1100.0000"
"ABN AMRO Services Australia Ltd","The Liberal Party of Western Australia Pty Ltd","16/07/2004 12:00:00 AM","1067.1600"
"ABN AMRO Services Australia Ltd","Australian Labor Party (N.S.W. Branch)","22/10/2004 12:00:00 AM","1000.0000"
"Acadan Pty Ltd","Australian Labor Party (South Australian Branch)","16/09/2004 12:00:00 AM","12500.0000"
"Acadan Pty Ltd","Australian Labor Party (South Australian Branch)","5/08/2004 12:00:00 AM","1500.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"ACT Right to Life Association Inc","Liberal Party of Australia Division","14/09/2004 12:00:00 AM","3000.0000"
"Action International","Liberal Party of Australia - Queensland Division","19/07/2004 12:00:00 AM","5000.0000"
"Action Sheetmetal Pty Ltd","Northern Territory Country Liberal Party","16/06/2005 12:00:00 AM","1000.0000"
"Addenbrooke Pty Ltd","Liberal Party of Australia","6/10/2004 12:00:00 AM","20000.0000"
"Addenbrooke Pty Ltd","Australian Labor Party (N.S.W. Branch)","21/03/2005 12:00:00 AM","1100.0000"
"Addenbrooke Pty Ltd","Liberal Party of Australia - Queensland Division","6/10/2004 12:00:00 AM","1000.0000"
"Adelaide Bank Ltd","Australian Labor Party (South Australian Branch)","30/04/2005 12:00:00 AM","5500.0000"
"Adena Rural Developments Pty Ltd","Liberal Party of Australia - Queensland Division","31/05/2005 12:00:00 AM","3000.0000"
"ADI Limited","Liberal Party of Australia, NSW Division","9/09/2004 12:00:00 AM","5000.0000"
"ADI Limited","Liberal Party of Australia, NSW Division","12/08/2004 12:00:00 AM","1000.0000"
"Adstream Marine Limited","Australian Labor Party (ALP)","16/09/2004 12:00:00 AM","20000.0000"
"Adstream Marine Limited","Liberal Party of Australia","20/08/2004 12:00:00 AM","20000.0000"
"Adstream Marine Limited","National Party of Australia","8/10/2004 12:00:00 AM","20000.0000"
"Advance Publicity Pty Ltd","Australian Labor Party (Victorian Branch)","24/09/2004 12:00:00 AM","3000.0000"
"Advance Publicity Pty Ltd","National Party of Australia","16/05/2005 12:00:00 AM","1000.0000"
"AG Business Investments Pty Ltd","Liberal Party of Australia","9/10/2004 12:00:00 AM","10000.0000"
"Agressor Corporation Pty Ltd","Liberal Party of Australia, NSW Division","24/06/2005 12:00:00 AM","1500.0000"
"AH Meydon P/L Meydon Family Trust","Liberal Party of Australia","3/08/2004 12:00:00 AM","2500.0000"
"AHL Administration Pty Ltd","Liberal Party of Australia, NSW Division","25/11/2004 12:00:00 AM","5000.0000"
"AHL Investments Pty Ltd","Australian Labor Party (ALP)","28/09/2004 12:00:00 AM","20000.0000"
"AHL Investments Pty Ltd","Australian Labor Party (N.S.W. Branch)","22/06/2005 12:00:00 AM","19250.0000"
"AHL Investments Pty Ltd","Australian Labor Party (N.S.W. Branch)","29/07/2004 12:00:00 AM","19250.0000"
"AHL Investments Pty Ltd","Liberal Party of Australia","28/09/2004 12:00:00 AM","10000.0000"
"AHL Investments Pty Ltd","Australian Labor Party (N.S.W. Branch)","3/08/2004 12:00:00 AM","9500.0000"
"Airnorth","Australian Labor Party (Northern Territory) Branch","27/06/2005 12:00:00 AM","5000.0000"
"AJ & JE Elwood","The Liberal Party of Western Australia Pty Ltd","1/07/2004 12:00:00 AM","23500.0000"
"AJ & JE Elwood","The Liberal Party of Western Australia Pty Ltd","1/12/2004 12:00:00 AM","22000.0000"
"AJ & JE Elwood","The Liberal Party of Western Australia Pty Ltd","1/02/2005 12:00:00 AM","2000.0000"
"AJ Bush & Sons","Liberal Party of Australia - Queensland Division","31/08/2004 12:00:00 AM","5000.0000"
"Aladdin Holdings Pty Ltd","The Liberal Party of Western Australia Pty Ltd","10/03/2005 12:00:00 AM","2000.0000"
"Aladdin Holdings Pty Ltd","Australian Labor Party (Western Australian Branch)","19/02/2005 12:00:00 AM","1000.0000"
"Alan Rydge","Liberal Party of Australia, NSW Division","25/08/2004 12:00:00 AM","3000.0000"
"Albert Dadon","Australian Labor Party (State of Queensland)","20/09/2004 12:00:00 AM","5000.0000"
"Aldoga Aluminium Smelter Pty Ltd","Liberal Party of Australia - Queensland Division","29/07/2004 12:00:00 AM","1500.0000"
"Alikana Pty Ltd","Liberal Party of Australia (S.A. Division)","6/09/2004 12:00:00 AM","2500.0000"
"Alinta Ltd","Australian Labor Party (Western Australian Branch)","9/02/2005 12:00:00 AM","10000.0000"
"Alinta Ltd","The Liberal Party of Western Australia Pty Ltd","9/02/2005 12:00:00 AM","10000.0000"
"Alinta Ltd","Australian Labor Party (Western Australian Branch)","12/07/2004 12:00:00 AM","10000.0000"
"Alinta Ltd","The Liberal Party of Western Australia Pty Ltd","12/07/2004 12:00:00 AM","7000.0000"
"Alinta Ltd","National Party of Australia (WA) Inc","9/02/2005 12:00:00 AM","5000.0000"
"Alinta Ltd","National Party of Australia (WA) Inc","12/07/2004 12:00:00 AM","3000.0000"
"All Floor Carpet Choice","Family First Party","23/09/2004 12:00:00 AM","2000.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","6/08/2004 12:00:00 AM","19250.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","8/05/2005 12:00:00 AM","14850.0000"
"Allens Arthur Robinson","Liberal Party of Australia, NSW Division","21/09/2004 12:00:00 AM","5500.0000"
"Allens Arthur Robinson","Liberal Party of Australia, NSW Division","15/06/2005 12:00:00 AM","3000.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","15/09/2004 12:00:00 AM","2475.0000"
"Allens Arthur Robinson","Liberal Party of Australia, NSW Division","16/05/2005 12:00:00 AM","2000.0000"
"Allens Arthur Robinson","Liberal Party of Australia (Victorian Division)","20/10/2004 12:00:00 AM","1000.0000"
"Allens Arthur Robinson","Australian Labor Party (State of Queensland)","15/02/2005 12:00:00 AM","1000.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","7/02/2005 12:00:00 AM","560.0000"
"Allens Arthur Robinson","500 Club of New South Wales Inc","21/10/2004 12:00:00 AM","458.3300"
"Allens Arthur Robinson","Liberal Party of Australia, NSW Division","6/07/2004 12:00:00 AM","350.0000"
"Allens Arthur Robinson","Progressive Business Association Inc","1/10/2004 12:00:00 AM","295.0000"
"Allens Arthur Robinson","Progressive Business Association Inc","30/06/2005 12:00:00 AM","295.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","13/04/2005 12:00:00 AM","280.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","29/07/2004 12:00:00 AM","280.0000"
"Allens Arthur Robinson","Australian Labor Party (N.S.W. Branch)","20/09/2004 12:00:00 AM","280.0000"
"Allens Arthur Robinson","Liberal Party of Australia, NSW Division","10/03/2005 12:00:00 AM","125.0000"
"Allerton Investments Pty Ltd","Liberal Party of Australia","27/09/2004 12:00:00 AM","5000.0000"
"Allianz Australia Ltd","Liberal Party of Australia","16/09/2004 12:00:00 AM","25000.0000"
"Allianz Australia Ltd","Australian Labor Party (ALP)","13/04/2005 12:00:00 AM","25000.0000"
"Allianz Australia Ltd","Liberal Party of Australia","6/10/2004 12:00:00 AM","11000.0000"
"Allianz Australia Ltd","Liberal Party of Australia, NSW Division","19/05/2005 12:00:00 AM","10000.0000"
"Allianz Australia Ltd","National Party of Australia","1/09/2004 12:00:00 AM","7500.0000"
"Allianz Australia Ltd","Australian Labor Party (Victorian Branch)","16/05/2005 12:00:00 AM","1000.0000"
"Allianz Australia Ltd","Australian Labor Party (State of Queensland)","18/08/2004 12:00:00 AM","600.0000"
"Allianz Australia Ltd","The Liberal Party of Western Australia Pty Ltd","17/02/2005 12:00:00 AM","600.0000"
"Allianz Australia Ltd","The Liberal Party of Western Australia Pty Ltd","8/07/2004 12:00:00 AM","500.0000"
"Allianz Australia Ltd","Australian Labor Party (N.S.W. Branch)","20/04/2005 12:00:00 AM","300.0000"
"Allianz Australia Ltd","Australian Labor Party (N.S.W. Branch)","20/04/2005 12:00:00 AM","300.0000"
"Allianz Australia Ltd","Australian Labor Party (Victorian Branch)","27/05/2005 12:00:00 AM","250.0000"
"Allied Equipment Pty Ltd","The Liberal Party of Western Australia Pty Ltd","5/01/2005 12:00:00 AM","5000.0000"
"ALP Maroubra Branch","Australian Labor Party (N.S.W. Branch)","24/01/2005 12:00:00 AM","20000.0000"
"ALP Maroubra Branch","Australian Labor Party (N.S.W. Branch)","8/11/2004 12:00:00 AM","5000.0000"
"Alzino & Co Pty Ltd","Australian Labor Party (State of Queensland)","21/07/2004 12:00:00 AM","3000.0000"
"Alzino & Co Pty Ltd","Australian Labor Party (State of Queensland)","21/09/2004 12:00:00 AM","2000.0000"
"Alzino & Co Pty Ltd","Australian Labor Party (State of Queensland)","13/08/2004 12:00:00 AM","100.0000"
"Amalgamated Holdings Limited","Liberal Party of Australia","23/09/2004 12:00:00 AM","15000.0000"
"Amalgamated Holdings Limited","Australian Labor Party (ALP)","23/09/2004 12:00:00 AM","15000.0000"
"Amalgamated Holdings Limited","Liberal Party of Australia Division","28/10/2004 12:00:00 AM","2750.0000"
"Amalgamated Property Group","Liberal Party of Australia Division","7/09/2004 12:00:00 AM","2500.0000"
"Amec Services Pty Ltd","The Liberal Party of Western Australia Pty Ltd","9/02/2005 12:00:00 AM","2000.0000"
"Amec Services Pty Ltd","Australian Labor Party (Western Australian Branch)","20/12/2004 12:00:00 AM","1000.0000"
"AMW Projects Pty Ltd","The Liberal Party of Western Australia Pty Ltd","10/09/2004 12:00:00 AM","2500.0000"
"AMWU","Australian Labor Party (ALP)","5/10/2004 12:00:00 AM","100000.0000"
"AMWU","Australian Greens","3/11/2004 12:00:00 AM","29004.5500"
"AMWU","Australian Greens","8/10/2004 12:00:00 AM","16450.0000"
"AMWU","Australian Democrats","24/08/2004 12:00:00 AM","15000.0000"
"AMWU","Australian Labor Party (South Australian Branch)","31/08/2004 12:00:00 AM","10000.0000"
"AMWU","Australian Labor Party (South Australian Branch)","31/08/2004 12:00:00 AM","10000.0000"
"AMWU","Australian Labor Party (N.S.W. Branch)","3/09/2004 12:00:00 AM","10000.0000"
"AMWU","Australian Labor Party (N.S.W. Branch)","3/09/2004 12:00:00 AM","10000.0000"
"AMWU","Australian Labor Party (Tasmanian Branch)","6/09/2004 12:00:00 AM","10000.0000"
"AMWU","Australian Labor Party (State of Queensland)","9/09/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (Victorian Branch)","26/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (Victorian Branch)","26/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (Victorian Branch)","26/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (Victorian Branch)","26/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (Victorian Branch)","26/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (State of Queensland)","27/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (State of Queensland)","27/08/2004 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (State of Queensland)","27/01/2005 12:00:00 AM","8000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","7000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","7000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","15/09/2004 12:00:00 AM","6000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","15/09/2004 12:00:00 AM","6000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","5000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","5000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","3000.0000"
"AMWU","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","3000.0000"
"AMWU","Australian Labor Party (State of Queensland)","23/09/2004 12:00:00 AM","1000.0000"
"Andrianopoulos Motors Pty Ltd","Australian Labor Party (Victorian Branch)","3/09/2004 12:00:00 AM","5000.0000"
"Andrianopoulos Motors Pty Ltd","Progressive Business Association Inc","23/09/2004 12:00:00 AM","4000.0000"
"Andrianopoulos Motors Pty Ltd","Progressive Business Association Inc","22/09/2004 12:00:00 AM","2750.0000"
"Annapurna Pty Ltd","The Liberal Party of Western Australia Pty Ltd","27/01/2005 12:00:00 AM","5000.0000"
"Annapurna Pty Ltd","The Liberal Party of Western Australia Pty Ltd","17/02/2005 12:00:00 AM","5000.0000"
"Annapurna Pty Ltd","The Liberal Party of Western Australia Pty Ltd","8/12/2004 12:00:00 AM","1500.0000"
"Anthony John Group Pty Ltd","Liberal Party of Australia - Queensland Division","11/05/2005 12:00:00 AM","2000.0000"
"ANZ Banking Group Ltd","Liberal Party of Australia","29/06/2005 12:00:00 AM","100000.0000"
"ANZ Banking Group Ltd","Australian Labor Party (ALP)","29/06/2005 12:00:00 AM","50000.0000"
"APH Contractors","The Liberal Party of Western Australia Pty Ltd","25/02/2005 12:00:00 AM","5000.0000"
"Arc Energy","The Liberal Party of Western Australia Pty Ltd","14/12/2004 12:00:00 AM","10000.0000"
"Arc Energy","The Liberal Party of Western Australia Pty Ltd","3/02/2005 12:00:00 AM","5000.0000"
"Arc Energy","Australian Labor Party (Western Australian Branch)","16/05/2005 12:00:00 AM","2200.0000"
"Arc Energy","National Party of Australia (WA) Inc","1/02/2005 12:00:00 AM","1500.0000"
"Arc Energy","The Liberal Party of Western Australia Pty Ltd","16/12/2004 12:00:00 AM","1500.0000"
"Ardross Estates Pty Ltd","The Liberal Party of Western Australia Pty Ltd","26/08/2004 12:00:00 AM","5000.0000"
"Ardross Estates Pty Ltd","The Liberal Party of Western Australia Pty Ltd","3/12/2004 12:00:00 AM","5000.0000"
"Ardross Estates Pty Ltd","Australian Labor Party (Western Australian Branch)","3/09/2004 12:00:00 AM","5000.0000"
"Ardross Estates Pty Ltd","Australian Labor Party (Western Australian Branch)","14/02/2005 12:00:00 AM","4600.0000"
"Ardross Estates Pty Ltd","National Party of Australia (WA) Inc","23/09/2004 12:00:00 AM","3000.0000"
"Ardross Estates Pty Ltd","The Liberal Party of Western Australia Pty Ltd","3/12/2004 12:00:00 AM","2500.0000"
"Ardross Estates Pty Ltd","The Liberal Party of Western Australia Pty Ltd","3/12/2004 12:00:00 AM","1250.0000"
"Ardross Estates Pty Ltd","Australian Labor Party (Western Australian Branch)","12/11/2004 12:00:00 AM","1100.0000"
"Ardross Estates Pty Ltd","Australian Labor Party (Western Australian Branch)","21/03/2005 12:00:00 AM","1100.0000"
"Ardross Estates Pty Ltd","Australian Labor Party (Western Australian Branch)","3/02/2005 12:00:00 AM","400.0000"
"Ardross Estates Pty Ltd","The Liberal Party of Western Australia Pty Ltd","18/12/2004 12:00:00 AM","200.0000"
"Argo Investments Limited","Liberal Party of Australia (S.A. Division)","16/09/2004 12:00:00 AM","7500.0000"
"Argo Investments Limited","Australian Labor Party (ALP)","16/09/2004 12:00:00 AM","2000.0000"
"Argo Investments Limited","Liberal Party of Australia (S.A. Division)","16/09/2004 12:00:00 AM","500.0000"
"Aria Restaurant","Australian Labor Party (N.S.W. Branch)","24/09/2004 12:00:00 AM","2000.0000"
"Armstrong Wood Nominees","Higgins 200 Club","17/09/2004 12:00:00 AM","2000.0000"
"Arnold Block Leibler","Australian Labor Party (Victorian Branch)","24/09/2004 12:00:00 AM","7500.0000"
"Arrowcrest Group Pty Ltd","Liberal Party of Australia (S.A. Division)","15/09/2004 12:00:00 AM","10000.0000"
"Arrowcrest Group Pty Ltd","Australian Labor Party (South Australian Branch)","15/09/2004 12:00:00 AM","250.0000"
"Arrowfield Group Pty Ltd","Liberal Party of Australia, NSW Division","31/08/2004 12:00:00 AM","5000.0000"
"Assured Home Loans Pty Ltd","Family First Party","15/09/2004 12:00:00 AM","10000.0000"
"Assured Home Loans Pty Ltd","Family First Party","13/08/2004 12:00:00 AM","2500.0000"
"Ateco Automotive Pty Ltd","Liberal Party of Australia","13/08/2004 12:00:00 AM","25000.0000"
"Ateco Automotive Pty Ltd","Liberal Party of Australia","7/10/2004 12:00:00 AM","25000.0000"
"Aurora Resorts and Hotels Pty Ltd","Australian Labor Party (Northern Territory) Branch","10/04/2005 12:00:00 AM","5000.0000"
"AusAccess Pty limited","Australian Labor Party (State of Queensland)","13/09/2004 12:00:00 AM","3000.0000"
"AusAccess Pty limited","Australian Labor Party (ACT Branch)","6/07/2004 12:00:00 AM","50.0000"
"Auspine Limited","Liberal Party of Australia (S.A. Division)","12/10/2004 12:00:00 AM","10000.0000"
"Aussie Plasterboard","Australian Labor Party (Western Australian Branch)","14/07/2004 12:00:00 AM","4000.0000"
"Austereo Limited","Australian Labor Party (ALP)","1/09/2004 12:00:00 AM","69989.0000"
"Austereo Limited","Liberal Party of Australia","1/09/2004 12:00:00 AM","49993.0000"
"Austereo Limited","Australian Labor Party (Western Australian Branch)","1/05/2005 12:00:00 AM","20000.0000"
"Austereo Limited","Liberal Party of Australia - Queensland Division","1/09/2004 12:00:00 AM","19883.0000"
"Austereo Limited","Australian Labor Party (ALP)","1/05/2005 12:00:00 AM","19826.0000"
"Austereo Limited","Australian Labor Party (State of Queensland)","1/09/2004 12:00:00 AM","18300.0000"
"Austereo Limited","Australian Labor Party (Western Australian Branch)","1/08/2004 12:00:00 AM","1100.0000"
"Austral Fisheries Pty Ltd","The Liberal Party of Western Australia Pty Ltd","18/02/2005 12:00:00 AM","1818.1800"
"Austral Iron Pty Ltd","Australian Labor Party (Western Australian Branch)","11/04/2005 12:00:00 AM","25000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","15/09/2004 12:00:00 AM","10000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","13/12/2004 12:00:00 AM","10000.0000"
"Austral Ships Pty Ltd","Liberal Party of Australia","20/09/2004 12:00:00 AM","10000.0000"
"Austral Ships Pty Ltd","Australian Labor Party (Western Australian Branch)","17/07/2004 12:00:00 AM","10000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","11/01/2005 12:00:00 AM","5000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","20/09/2004 12:00:00 AM","5000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","19/07/2004 12:00:00 AM","5000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","27/05/2005 12:00:00 AM","2500.0000"
"Austral Ships Pty Ltd","Australian Labor Party (Western Australian Branch)","20/12/2004 12:00:00 AM","2000.0000"
"Austral Ships Pty Ltd","Australian Labor Party (Western Australian Branch)","17/12/2004 12:00:00 AM","2000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","10/08/2004 12:00:00 AM","1000.0000"
"Austral Ships Pty Ltd","The Liberal Party of Western Australia Pty Ltd","13/01/2005 12:00:00 AM","500.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","6/07/2004 12:00:00 AM","33000.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","26/11/2004 12:00:00 AM","20000.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","26/05/2005 12:00:00 AM","15000.0000"
"Australand Holdings Ltd","Liberal Party of Australia Division","14/10/2004 12:00:00 AM","10000.0000"
"Australand Holdings Ltd","Liberal Party of Australia (Victorian Division)","23/11/2004 12:00:00 AM","10000.0000"
"Australand Holdings Ltd","The Liberal Party of Western Australia Pty Ltd","1/02/2005 12:00:00 AM","5000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","1/02/2005 12:00:00 AM","5000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","15/02/2005 12:00:00 AM","3000.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","12/08/2004 12:00:00 AM","2475.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/12/2004 12:00:00 AM","2000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","22/02/2005 12:00:00 AM","1500.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/12/2004 12:00:00 AM","1500.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/01/2005 12:00:00 AM","1500.0000"
"Australand Holdings Ltd","Australian Labor Party (State of Queensland)","12/10/2004 12:00:00 AM","1250.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","2/05/2005 12:00:00 AM","1100.0000"
"Australand Holdings Ltd","Australian Labor Party (N.S.W. Branch)","21/04/2005 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","12/08/2004 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/12/2004 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/12/2004 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/12/2004 12:00:00 AM","1000.0000"
"Australand Holdings Ltd","Australian Labor Party (Western Australian Branch)","31/12/2004 12:00:00 AM","350.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","28/10/2004 12:00:00 AM","250.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","19/05/2005 12:00:00 AM","250.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","30/05/2005 12:00:00 AM","250.0000"
"Australand Holdings Ltd","Liberal Party of Australia, NSW Division","18/05/2005 12:00:00 AM","100.0000"
"Australian Agricultural Company Limited","Liberal Party of Australia - Queensland Division","7/06/2005 12:00:00 AM","2500.0000"
"Australian Agricultural Company Limited","National Party of Australia (Queensland)","2/09/2004 12:00:00 AM","1000.0000"
"Australian Airports","Liberal Party of Australia - Queensland Division","9/07/2004 12:00:00 AM","5000.0000"
"Australian Asia/ Pacific Wholesalers Pty Ltd","The Liberal Party of Western Australia Pty Ltd","3/09/2004 12:00:00 AM","5000.0000"
"Australian Asia/ Pacific Wholesalers Pty Ltd","National Party of Australia","7/09/2004 12:00:00 AM","5000.0000"
"Australian Bankers Association","Liberal Party of Australia, NSW Division","30/05/2005 12:00:00 AM","10000.0000"
"Australian Bankers Association","Liberal Party of Australia (Victorian Division)","12/10/2004 12:00:00 AM","9090.9100"
"Australian Bankers Association","Liberal Party of Australia","23/05/2005 12:00:00 AM","6818.1800"
"Australian Bankers Association","Liberal Party of Australia, NSW Division","30/09/2004 12:00:00 AM","5000.0000"
"Australian Bankers Association","Australian Labor Party (Victorian Branch)","27/10/2004 12:00:00 AM","1363.6400"
"Australian Bankers Association","Liberal Party of Australia (Victorian Division)","8/07/2004 12:00:00 AM","1000.0000"
"Australian Bankers Association","Liberal Party of Australia, NSW Division","23/05/2005 12:00:00 AM","750.0000"
"Australian Bankers Association","Australian Labor Party (Victorian Branch)","29/10/2004 12:00:00 AM","686.9600"
"Australian Bankers Association","Australian Labor Party (Victorian Branch)","30/06/2005 12:00:00 AM","500.7300"
"Australian Bankers Association","Liberal Party of Australia, NSW Division","10/03/2005 12:00:00 AM","318.1800"
"Australian Casino Association","Australian Labor Party (ALP)","22/09/2004 12:00:00 AM","2000.0000"
